Running Array Job:  148
Experiment Flexible 3Reg N=8 p=6 slice=5


trying total_time: 90.0 for unitary of size (4, 4)
data saved at: /project/ftchong/qoc/yongshan/00000_04_flex3regN8p6_slice_5.h5
Using 5 Taylor terms and 3 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :9.41e-01; Runtime: 2.7s; Iterations = 0, grads =   7.647e-02, unitary_metric = 1.00017
Error = :1.45e-01; Runtime: 22.3s; Iterations = 20, grads =   1.086e+01, unitary_metric = 1.00006
Error = :8.49e-02; Runtime: 36.8s; Iterations = 40, grads =   5.379e+00, unitary_metric = 0.99989
Error = :3.40e-02; Runtime: 51.3s; Iterations = 60, grads =   4.343e+00, unitary_metric = 0.99972
Error = :4.87e-02; Runtime: 65.7s; Iterations = 80, grads =   5.237e+00, unitary_metric = 0.99994
Error = :1.24e-01; Runtime: 80.2s; Iterations = 100, grads =   9.497e+00, unitary_metric = 0.99996
Error = :8.79e-03; Runtime: 96.7s; Iterations = 120, grads =   8.593e-02, unitary_metric = 0.99995
Error = :4.51e-01; Runtime: 111.2s; Iterations = 140, grads =   8.515e+00, unitary_metric = 0.99988
Error = :8.49e-02; Runtime: 125.7s; Iterations = 160, grads =   1.446e+00, unitary_metric = 0.99990
Error = :4.24e-02; Runtime: 140.6s; Iterations = 180, grads =   1.596e-01, unitary_metric = 0.99991
Error = :4.38e-02; Runtime: 155.2s; Iterations = 200, grads =   1.760e-01, unitary_metric = 0.99989
Error = :3.82e-02; Runtime: 171.6s; Iterations = 220, grads =   2.081e-01, unitary_metric = 0.99992
Error = :6.75e-02; Runtime: 186.1s; Iterations = 240, grads =   3.818e+00, unitary_metric = 0.99992
Error = :2.68e-02; Runtime: 200.6s; Iterations = 260, grads =   4.556e-01, unitary_metric = 0.99989
Error = :1.42e-02; Runtime: 215.1s; Iterations = 280, grads =   1.047e-01, unitary_metric = 0.99992
Error = :1.86e-02; Runtime: 229.5s; Iterations = 300, grads =   5.658e-02, unitary_metric = 0.99990
Error = :3.41e-02; Runtime: 246.1s; Iterations = 320, grads =   3.079e+00, unitary_metric = 0.99991
Error = :8.84e-03; Runtime: 261.0s; Iterations = 340, grads =   3.478e-01, unitary_metric = 0.99990
Error = :1.06e-02; Runtime: 275.4s; Iterations = 360, grads =   5.517e-02, unitary_metric = 0.99991
Error = :7.14e-03; Runtime: 289.9s; Iterations = 380, grads =   2.686e-02, unitary_metric = 0.99990
Error = :8.28e-03; Runtime: 304.3s; Iterations = 400, grads =   2.106e-01, unitary_metric = 0.99992
Error = :8.99e-03; Runtime: 320.7s; Iterations = 420, grads =   1.090e-01, unitary_metric = 0.99992
Error = :5.39e-03; Runtime: 335.2s; Iterations = 440, grads =   3.883e-02, unitary_metric = 0.99991
Error = :8.33e-03; Runtime: 349.6s; Iterations = 460, grads =   3.352e-02, unitary_metric = 0.99992
Error = :4.18e-03; Runtime: 364.6s; Iterations = 480, grads =   9.015e-03, unitary_metric = 0.99990
Error = :7.82e-03; Runtime: 379.6s; Iterations = 500, grads =   1.979e-02, unitary_metric = 0.99993
