Running Array Job:  36
Experiment Strict 3Reg N=8 p=3 slice=7


trying total_time: 90.0 for unitary of size (16, 16)
data saved at: /project/ftchong/qoc/yongshan/00000_02_strict3regN8p3_slice_7.h5
Using 5 Taylor terms and 4 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :9.49e-01; Runtime: 3.7s; Iterations = 0, grads =   1.469e-01, unitary_metric = 1.00045
Error = :6.52e-01; Runtime: 44.8s; Iterations = 20, grads =   3.483e+00, unitary_metric = 1.00057
Error = :1.20e-01; Runtime: 79.9s; Iterations = 40, grads =   9.143e+00, unitary_metric = 1.00039
Error = :2.56e-02; Runtime: 115.0s; Iterations = 60, grads =   2.220e+00, unitary_metric = 1.00031
Error = :3.38e-02; Runtime: 150.0s; Iterations = 80, grads =   3.045e+00, unitary_metric = 1.00007
Error = :8.25e-02; Runtime: 184.4s; Iterations = 100, grads =   5.504e+00, unitary_metric = 1.00027
Error = :9.58e-01; Runtime: 221.1s; Iterations = 120, grads =   1.756e+00, unitary_metric = 0.99995
Error = :9.98e-01; Runtime: 255.1s; Iterations = 140, grads =   8.212e-03, unitary_metric = 0.99980
Error = :1.77e-01; Runtime: 289.1s; Iterations = 160, grads =   4.053e+00, unitary_metric = 0.99976
Error = :5.79e-02; Runtime: 323.1s; Iterations = 180, grads =   2.343e+00, unitary_metric = 0.99975
Error = :4.09e-02; Runtime: 357.3s; Iterations = 200, grads =   2.376e-01, unitary_metric = 0.99966
Error = :5.96e-02; Runtime: 394.0s; Iterations = 220, grads =   1.041e-01, unitary_metric = 0.99966
Error = :7.31e-02; Runtime: 428.1s; Iterations = 240, grads =   1.051e-01, unitary_metric = 0.99990
Error = :8.69e-02; Runtime: 462.0s; Iterations = 260, grads =   1.162e+00, unitary_metric = 0.99962
Error = :6.71e-02; Runtime: 496.0s; Iterations = 280, grads =   2.788e-01, unitary_metric = 0.99988
