Running Block:  53


trying total_time: 30.0 for unitary of size (4, 4)
data saved at: /project/ftchong/qoc/pranav/00009_27_block53.h5
Using 4 Taylor terms and 3 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :8.95e-01; Runtime: 1.1s; Iterations = 0, grads =   6.140e-01, unitary_metric = 1.00002
Error = :5.49e-01; Runtime: 7.0s; Iterations = 20, grads =   1.135e+00, unitary_metric = 1.00002
Error = :5.07e-01; Runtime: 10.9s; Iterations = 40, grads =   1.918e-01, unitary_metric = 1.00002
Error = :5.01e-01; Runtime: 14.9s; Iterations = 60, grads =   1.216e-02, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 18.8s; Iterations = 80, grads =   2.192e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 22.8s; Iterations = 100, grads =   7.999e-04, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 27.5s; Iterations = 120, grads =   1.120e-04, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 31.4s; Iterations = 140, grads =   1.263e-05, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 35.4s; Iterations = 160, grads =   9.471e-07, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 39.3s; Iterations = 180, grads =   4.221e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 43.3s; Iterations = 200, grads =   1.776e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 48.0s; Iterations = 220, grads =   2.597e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 51.9s; Iterations = 240, grads =   3.838e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 56.2s; Iterations = 260, grads =   1.285e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 60.2s; Iterations = 280, grads =   7.107e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 64.1s; Iterations = 300, grads =   1.770e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 68.8s; Iterations = 320, grads =   4.576e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 72.8s; Iterations = 340, grads =   1.404e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 76.7s; Iterations = 360, grads =   7.469e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 80.7s; Iterations = 380, grads =   1.920e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 84.7s; Iterations = 400, grads =   5.350e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 89.3s; Iterations = 420, grads =   1.092e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 93.3s; Iterations = 440, grads =   3.612e-06, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 97.3s; Iterations = 460, grads =   2.717e-07, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 101.2s; Iterations = 480, grads =   1.057e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 105.2s; Iterations = 500, grads =   1.955e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 109.9s; Iterations = 520, grads =   4.499e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 113.8s; Iterations = 540, grads =   1.252e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 117.8s; Iterations = 560, grads =   5.115e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 121.7s; Iterations = 580, grads =   1.374e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 125.7s; Iterations = 600, grads =   2.996e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 130.4s; Iterations = 620, grads =   6.128e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 134.3s; Iterations = 640, grads =   7.993e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 138.3s; Iterations = 660, grads =   1.236e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 142.3s; Iterations = 680, grads =   9.321e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 146.3s; Iterations = 700, grads =   3.599e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 151.0s; Iterations = 720, grads =   9.904e-06, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 155.0s; Iterations = 740, grads =   1.873e-06, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 158.9s; Iterations = 760, grads =   2.437e-09, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 162.9s; Iterations = 780, grads =   7.166e-09, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 166.9s; Iterations = 800, grads =   5.232e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 171.6s; Iterations = 820, grads =   1.954e-09, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 175.6s; Iterations = 840, grads =   1.071e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 180.1s; Iterations = 860, grads =   4.214e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 184.1s; Iterations = 880, grads =   1.754e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 188.1s; Iterations = 900, grads =   1.956e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 192.8s; Iterations = 920, grads =   2.844e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 196.8s; Iterations = 940, grads =   7.768e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 200.8s; Iterations = 960, grads =   5.589e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 204.7s; Iterations = 980, grads =   1.444e-09, unitary_metric = 1.00002
