Running Block:  235


trying total_time: 30.0 for unitary of size (4, 4)
data saved at: /project/ftchong/qoc/pranav/00016_27_block235.h5
Using 4 Taylor terms and 3 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :7.78e-01; Runtime: 0.9s; Iterations = 0, grads =   3.736e-01, unitary_metric = 1.00004
Error = :5.48e-01; Runtime: 5.9s; Iterations = 20, grads =   9.778e-01, unitary_metric = 1.00002
Error = :5.06e-01; Runtime: 9.4s; Iterations = 40, grads =   1.646e-01, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 12.8s; Iterations = 60, grads =   5.306e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 16.2s; Iterations = 80, grads =   8.392e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 19.6s; Iterations = 100, grads =   3.085e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 23.6s; Iterations = 120, grads =   3.309e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 26.9s; Iterations = 140, grads =   5.601e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 30.3s; Iterations = 160, grads =   4.511e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 33.6s; Iterations = 180, grads =   7.743e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 37.0s; Iterations = 200, grads =   7.997e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 40.9s; Iterations = 220, grads =   1.204e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 44.2s; Iterations = 240, grads =   2.672e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 47.5s; Iterations = 260, grads =   7.557e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 50.9s; Iterations = 280, grads =   3.131e-11, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 54.3s; Iterations = 300, grads =   3.594e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 58.4s; Iterations = 320, grads =   4.268e-11, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 61.9s; Iterations = 340, grads =   1.088e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 65.5s; Iterations = 360, grads =   5.091e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 69.0s; Iterations = 380, grads =   7.748e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 72.4s; Iterations = 400, grads =   4.494e-11, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 76.4s; Iterations = 420, grads =   3.758e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 79.7s; Iterations = 440, grads =   2.564e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 83.1s; Iterations = 460, grads =   2.116e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 86.5s; Iterations = 480, grads =   2.689e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 89.9s; Iterations = 500, grads =   4.275e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 93.8s; Iterations = 520, grads =   2.608e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 97.2s; Iterations = 540, grads =   4.046e-09, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 100.5s; Iterations = 560, grads =   4.672e-05, unitary_metric = 1.00002
Error = :5.01e-01; Runtime: 103.8s; Iterations = 580, grads =   4.606e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 107.2s; Iterations = 600, grads =   9.790e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 111.1s; Iterations = 620, grads =   2.740e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 114.4s; Iterations = 640, grads =   2.926e-04, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 117.8s; Iterations = 660, grads =   6.626e-07, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 121.2s; Iterations = 680, grads =   4.511e-06, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 124.5s; Iterations = 700, grads =   5.545e-07, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 128.4s; Iterations = 720, grads =   2.327e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 131.8s; Iterations = 740, grads =   1.192e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 135.2s; Iterations = 760, grads =   2.917e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 138.5s; Iterations = 780, grads =   9.281e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 141.9s; Iterations = 800, grads =   2.145e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 145.8s; Iterations = 820, grads =   9.616e-04, unitary_metric = 1.00002
Error = :5.03e-01; Runtime: 149.2s; Iterations = 840, grads =   8.497e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 152.5s; Iterations = 860, grads =   9.048e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 155.9s; Iterations = 880, grads =   1.259e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 159.2s; Iterations = 900, grads =   1.506e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 163.1s; Iterations = 920, grads =   2.219e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 166.5s; Iterations = 940, grads =   1.648e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 169.8s; Iterations = 960, grads =   4.252e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 173.2s; Iterations = 980, grads =   6.906e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 176.6s; Iterations = 1000, grads =   5.259e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 180.5s; Iterations = 1020, grads =   3.260e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 183.8s; Iterations = 1040, grads =   3.799e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 187.2s; Iterations = 1060, grads =   1.181e-05, unitary_metric = 1.00001
Error = :5.02e-01; Runtime: 190.5s; Iterations = 1080, grads =   7.189e-02, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 193.9s; Iterations = 1100, grads =   9.411e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 197.8s; Iterations = 1120, grads =   3.370e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 201.2s; Iterations = 1140, grads =   7.705e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 204.5s; Iterations = 1160, grads =   2.425e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 207.9s; Iterations = 1180, grads =   6.255e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 211.3s; Iterations = 1200, grads =   2.525e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 215.2s; Iterations = 1220, grads =   2.248e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 218.5s; Iterations = 1240, grads =   6.281e-11, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 221.9s; Iterations = 1260, grads =   3.137e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 225.3s; Iterations = 1280, grads =   2.486e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 228.6s; Iterations = 1300, grads =   2.229e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 232.5s; Iterations = 1320, grads =   2.002e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 235.9s; Iterations = 1340, grads =   5.545e-06, unitary_metric = 1.00001
Error = :5.02e-01; Runtime: 239.2s; Iterations = 1360, grads =   7.130e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 242.6s; Iterations = 1380, grads =   1.668e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 245.9s; Iterations = 1400, grads =   2.649e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 249.9s; Iterations = 1420, grads =   1.306e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 253.2s; Iterations = 1440, grads =   2.419e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 256.6s; Iterations = 1460, grads =   5.495e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 260.0s; Iterations = 1480, grads =   7.251e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 263.3s; Iterations = 1500, grads =   7.507e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 267.3s; Iterations = 1520, grads =   6.756e-11, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 270.7s; Iterations = 1540, grads =   2.071e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 274.1s; Iterations = 1560, grads =   4.393e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 277.4s; Iterations = 1580, grads =   2.396e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 280.8s; Iterations = 1600, grads =   5.888e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 284.7s; Iterations = 1620, grads =   2.068e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 288.2s; Iterations = 1640, grads =   7.477e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 291.5s; Iterations = 1660, grads =   1.764e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 294.9s; Iterations = 1680, grads =   2.508e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 298.3s; Iterations = 1700, grads =   1.192e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 302.3s; Iterations = 1720, grads =   2.004e-03, unitary_metric = 1.00001
Error = :5.01e-01; Runtime: 305.6s; Iterations = 1740, grads =   2.930e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 309.0s; Iterations = 1760, grads =   3.210e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 312.4s; Iterations = 1780, grads =   4.093e-04, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 315.8s; Iterations = 1800, grads =   4.671e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 319.8s; Iterations = 1820, grads =   1.867e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 323.3s; Iterations = 1840, grads =   2.764e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 326.7s; Iterations = 1860, grads =   4.671e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 330.2s; Iterations = 1880, grads =   1.639e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 333.6s; Iterations = 1900, grads =   1.090e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 337.6s; Iterations = 1920, grads =   3.071e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 341.1s; Iterations = 1940, grads =   1.024e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 344.6s; Iterations = 1960, grads =   2.729e-05, unitary_metric = 1.00002
Error = :5.01e-01; Runtime: 348.0s; Iterations = 1980, grads =   3.501e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 351.5s; Iterations = 2000, grads =   3.405e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 355.6s; Iterations = 2020, grads =   6.117e-04, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 359.1s; Iterations = 2040, grads =   7.543e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 362.6s; Iterations = 2060, grads =   4.430e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 366.0s; Iterations = 2080, grads =   1.030e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 369.5s; Iterations = 2100, grads =   1.640e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 373.6s; Iterations = 2120, grads =   9.186e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 377.0s; Iterations = 2140, grads =   2.488e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 380.5s; Iterations = 2160, grads =   3.420e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 383.9s; Iterations = 2180, grads =   1.104e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 387.4s; Iterations = 2200, grads =   3.768e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 391.4s; Iterations = 2220, grads =   5.293e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 394.9s; Iterations = 2240, grads =   8.251e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 398.4s; Iterations = 2260, grads =   4.200e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 401.9s; Iterations = 2280, grads =   6.422e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 405.3s; Iterations = 2300, grads =   2.993e-05, unitary_metric = 1.00001
Error = :5.01e-01; Runtime: 409.4s; Iterations = 2320, grads =   3.082e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 412.9s; Iterations = 2340, grads =   1.715e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 416.3s; Iterations = 2360, grads =   4.302e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 419.8s; Iterations = 2380, grads =   2.172e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 423.3s; Iterations = 2400, grads =   5.605e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 427.3s; Iterations = 2420, grads =   1.113e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 430.7s; Iterations = 2440, grads =   2.640e-05, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 434.2s; Iterations = 2460, grads =   3.768e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 437.7s; Iterations = 2480, grads =   1.683e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 441.2s; Iterations = 2500, grads =   2.420e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 445.2s; Iterations = 2520, grads =   4.125e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 448.7s; Iterations = 2540, grads =   1.903e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 452.1s; Iterations = 2560, grads =   2.896e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 455.6s; Iterations = 2580, grads =   6.779e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 459.1s; Iterations = 2600, grads =   2.248e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 463.1s; Iterations = 2620, grads =   5.573e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 466.5s; Iterations = 2640, grads =   3.984e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 469.9s; Iterations = 2660, grads =   1.990e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 473.3s; Iterations = 2680, grads =   8.852e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 476.7s; Iterations = 2700, grads =   1.373e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 480.7s; Iterations = 2720, grads =   1.618e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 484.1s; Iterations = 2740, grads =   2.892e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 487.5s; Iterations = 2760, grads =   2.618e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 490.9s; Iterations = 2780, grads =   3.368e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 494.3s; Iterations = 2800, grads =   4.319e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 498.3s; Iterations = 2820, grads =   3.924e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 501.7s; Iterations = 2840, grads =   2.331e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 505.1s; Iterations = 2860, grads =   4.165e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 508.4s; Iterations = 2880, grads =   1.138e-08, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 511.8s; Iterations = 2900, grads =   7.889e-08, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 515.8s; Iterations = 2920, grads =   2.622e-06, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 519.2s; Iterations = 2940, grads =   7.668e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 522.6s; Iterations = 2960, grads =   1.845e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 526.0s; Iterations = 2980, grads =   6.977e-04, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 529.4s; Iterations = 3000, grads =   4.974e-03, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 533.4s; Iterations = 3020, grads =   1.681e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 536.8s; Iterations = 3040, grads =   3.320e-04, unitary_metric = 1.00000
Error = :5.00e-01; Runtime: 540.2s; Iterations = 3060, grads =   3.571e-05, unitary_metric = 1.00000
Error = :5.00e-01; Runtime: 543.6s; Iterations = 3080, grads =   9.676e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 547.0s; Iterations = 3100, grads =   9.015e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 550.9s; Iterations = 3120, grads =   1.547e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 554.3s; Iterations = 3140, grads =   2.302e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 557.7s; Iterations = 3160, grads =   5.211e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 561.1s; Iterations = 3180, grads =   9.368e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 564.5s; Iterations = 3200, grads =   1.341e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 568.4s; Iterations = 3220, grads =   1.493e-06, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 571.8s; Iterations = 3240, grads =   6.810e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 575.2s; Iterations = 3260, grads =   2.980e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 578.6s; Iterations = 3280, grads =   3.809e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 582.0s; Iterations = 3300, grads =   4.038e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 586.0s; Iterations = 3320, grads =   2.307e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 589.4s; Iterations = 3340, grads =   1.465e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 592.8s; Iterations = 3360, grads =   9.104e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 596.2s; Iterations = 3380, grads =   1.546e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 599.5s; Iterations = 3400, grads =   6.419e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 603.5s; Iterations = 3420, grads =   2.472e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 606.9s; Iterations = 3440, grads =   1.006e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 610.3s; Iterations = 3460, grads =   2.959e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 613.7s; Iterations = 3480, grads =   7.208e-10, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 617.1s; Iterations = 3500, grads =   3.063e-09, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 621.1s; Iterations = 3520, grads =   1.626e-08, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 624.5s; Iterations = 3540, grads =   7.968e-07, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 627.9s; Iterations = 3560, grads =   1.218e-04, unitary_metric = 1.00001
Error = :5.01e-01; Runtime: 631.2s; Iterations = 3580, grads =   2.049e-02, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 634.6s; Iterations = 3600, grads =   1.801e-03, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 638.6s; Iterations = 3620, grads =   1.001e-04, unitary_metric = 1.00001
Error = :5.00e-01; Runtime: 642.0s; Iterations = 3640, grads =   1.148e-05, unitary_metric = 1.00001
