Running Block:  267


trying total_time: 30.0 for unitary of size (4, 4)
data saved at: /project/ftchong/qoc/pranav/00009_27_block267.h5
Using 4 Taylor terms and 3 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :8.31e-01; Runtime: 0.8s; Iterations = 0, grads =   9.075e-01, unitary_metric = 1.00004
Error = :5.13e-01; Runtime: 6.4s; Iterations = 20, grads =   6.754e-02, unitary_metric = 1.00004
Error = :5.05e-01; Runtime: 10.4s; Iterations = 40, grads =   1.214e-01, unitary_metric = 1.00003
Error = :5.01e-01; Runtime: 14.3s; Iterations = 60, grads =   2.297e-02, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 18.3s; Iterations = 80, grads =   2.211e-03, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 22.2s; Iterations = 100, grads =   2.971e-04, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 26.8s; Iterations = 120, grads =   4.979e-06, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 30.8s; Iterations = 140, grads =   2.118e-06, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 34.7s; Iterations = 160, grads =   5.604e-07, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 38.7s; Iterations = 180, grads =   5.951e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 42.6s; Iterations = 200, grads =   7.006e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 47.1s; Iterations = 220, grads =   7.890e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 51.1s; Iterations = 240, grads =   2.537e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 55.1s; Iterations = 260, grads =   2.532e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 59.0s; Iterations = 280, grads =   2.411e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 62.9s; Iterations = 300, grads =   2.054e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 67.5s; Iterations = 320, grads =   1.401e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 71.4s; Iterations = 340, grads =   1.557e-05, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 75.3s; Iterations = 360, grads =   1.345e-06, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 79.2s; Iterations = 380, grads =   6.355e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 83.2s; Iterations = 400, grads =   2.509e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 87.7s; Iterations = 420, grads =   4.751e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 91.6s; Iterations = 440, grads =   2.482e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 95.6s; Iterations = 460, grads =   2.136e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 99.5s; Iterations = 480, grads =   1.258e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 103.4s; Iterations = 500, grads =   2.642e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 107.9s; Iterations = 520, grads =   8.559e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 111.9s; Iterations = 540, grads =   1.490e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 115.8s; Iterations = 560, grads =   1.042e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 119.7s; Iterations = 580, grads =   1.165e-06, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 123.7s; Iterations = 600, grads =   3.951e-06, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 128.2s; Iterations = 620, grads =   5.040e-09, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 132.1s; Iterations = 640, grads =   8.394e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 136.0s; Iterations = 660, grads =   2.965e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 140.0s; Iterations = 680, grads =   1.517e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 143.9s; Iterations = 700, grads =   4.653e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 148.4s; Iterations = 720, grads =   3.687e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 152.4s; Iterations = 740, grads =   2.536e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 156.3s; Iterations = 760, grads =   1.538e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 160.2s; Iterations = 780, grads =   5.289e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 164.2s; Iterations = 800, grads =   5.672e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 168.7s; Iterations = 820, grads =   3.217e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 172.7s; Iterations = 840, grads =   1.094e-09, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 176.6s; Iterations = 860, grads =   3.623e-10, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 180.6s; Iterations = 880, grads =   2.568e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 184.5s; Iterations = 900, grads =   1.553e-05, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 189.1s; Iterations = 920, grads =   3.112e-06, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 193.0s; Iterations = 940, grads =   3.470e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 197.0s; Iterations = 960, grads =   4.089e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 201.0s; Iterations = 980, grads =   9.368e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 204.9s; Iterations = 1000, grads =   8.082e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 209.6s; Iterations = 1020, grads =   1.303e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 213.8s; Iterations = 1040, grads =   4.258e-06, unitary_metric = 1.00003
Error = :5.01e-01; Runtime: 217.7s; Iterations = 1060, grads =   1.356e-02, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 221.6s; Iterations = 1080, grads =   1.141e-02, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 225.6s; Iterations = 1100, grads =   1.464e-03, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 230.2s; Iterations = 1120, grads =   1.018e-04, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 234.1s; Iterations = 1140, grads =   5.598e-06, unitary_metric = 1.00003
