Running Block:  51


trying total_time: 30.0 for unitary of size (4, 4)
data saved at: /project/ftchong/qoc/pranav/00008_27_block51.h5
Using 4 Taylor terms and 3 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :7.53e-01; Runtime: 0.9s; Iterations = 0, grads =   6.086e-02, unitary_metric = 1.00005
Error = :5.25e-01; Runtime: 6.3s; Iterations = 20, grads =   6.272e-01, unitary_metric = 1.00003
Error = :5.02e-01; Runtime: 10.2s; Iterations = 40, grads =   4.779e-02, unitary_metric = 1.00002
Error = :5.01e-01; Runtime: 14.1s; Iterations = 60, grads =   1.786e-02, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 17.9s; Iterations = 80, grads =   6.270e-04, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 21.7s; Iterations = 100, grads =   2.130e-04, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 26.2s; Iterations = 120, grads =   1.998e-05, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 30.0s; Iterations = 140, grads =   3.049e-06, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 33.8s; Iterations = 160, grads =   2.699e-07, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 37.6s; Iterations = 180, grads =   3.750e-08, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 41.4s; Iterations = 200, grads =   5.529e-09, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 45.8s; Iterations = 220, grads =   5.534e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 49.6s; Iterations = 240, grads =   3.518e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 53.5s; Iterations = 260, grads =   8.585e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 57.3s; Iterations = 280, grads =   5.228e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 61.1s; Iterations = 300, grads =   4.981e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 65.6s; Iterations = 320, grads =   6.003e-11, unitary_metric = 1.00002
Error = :5.00e-01; Runtime: 69.4s; Iterations = 340, grads =   7.751e-11, unitary_metric = 1.00003
