Running Block:  77


trying total_time: 30.0 for unitary of size (4, 4)
data saved at: /project/ftchong/qoc/pranav/00011_27_block77.h5
Using 4 Taylor terms and 3 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :7.72e-01; Runtime: 0.9s; Iterations = 0, grads =   3.306e-01, unitary_metric = 1.00004
Error = :5.51e-01; Runtime: 6.1s; Iterations = 20, grads =   1.039e+00, unitary_metric = 1.00003
Error = :5.03e-01; Runtime: 9.8s; Iterations = 40, grads =   5.534e-02, unitary_metric = 1.00004
Error = :5.01e-01; Runtime: 13.6s; Iterations = 60, grads =   2.080e-02, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 17.3s; Iterations = 80, grads =   2.481e-03, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 21.1s; Iterations = 100, grads =   1.682e-04, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 25.4s; Iterations = 120, grads =   3.353e-05, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 29.2s; Iterations = 140, grads =   3.849e-06, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 32.9s; Iterations = 160, grads =   5.118e-07, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 36.6s; Iterations = 180, grads =   2.859e-08, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 40.3s; Iterations = 200, grads =   6.807e-09, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 44.5s; Iterations = 220, grads =   8.103e-10, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 48.2s; Iterations = 240, grads =   1.206e-10, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 51.9s; Iterations = 260, grads =   4.975e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 55.6s; Iterations = 280, grads =   4.565e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 59.3s; Iterations = 300, grads =   1.075e-10, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 63.6s; Iterations = 320, grads =   9.447e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 67.3s; Iterations = 340, grads =   4.505e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 71.0s; Iterations = 360, grads =   5.753e-11, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 74.7s; Iterations = 380, grads =   4.389e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 78.3s; Iterations = 400, grads =   4.673e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 82.6s; Iterations = 420, grads =   1.074e-10, unitary_metric = 1.00003
Error = :5.00e-01; Runtime: 86.3s; Iterations = 440, grads =   9.789e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 89.9s; Iterations = 460, grads =   6.943e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 93.6s; Iterations = 480, grads =   5.977e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 97.2s; Iterations = 500, grads =   6.105e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 101.5s; Iterations = 520, grads =   7.883e-11, unitary_metric = 1.00004
Error = :5.00e-01; Runtime: 105.2s; Iterations = 540, grads =   1.584e-10, unitary_metric = 1.00004
