Running Array Job:  178
Experiment Strict ErdosRenyi N=8 p=8 slice=3


trying total_time: 264.0 for unitary of size (16, 16)
data saved at: /project/ftchong/qoc/pranav/00000_05_strictErdosRenyiN8p8_slice_3.h5
Using 8 Taylor terms and 2 Scaling & Squaring terms
Building graph:
Propagators initialized.
Operators weight initialized.
Intermediate propagation variables initialized.
Intermediate propagators initialized.
Vectors initialized.
Training loss initialized.
Optimizer initialized.
Utilities initialized.
Graph built!
Initialized
Error = :9.89e-01; Runtime: 10.3s; Iterations = 0, grads =   1.137e-01, unitary_metric = 1.00031
Error = :9.97e-01; Runtime: 153.6s; Iterations = 20, grads =   1.636e-02, unitary_metric = 1.00014
Error = :9.95e-01; Runtime: 281.0s; Iterations = 40, grads =   8.423e-02, unitary_metric = 1.00003
Error = :9.98e-01; Runtime: 408.1s; Iterations = 60, grads =   3.707e-02, unitary_metric = 1.00005
Error = :9.97e-01; Runtime: 534.9s; Iterations = 80, grads =   2.824e-02, unitary_metric = 1.00001
Error = :9.99e-01; Runtime: 661.8s; Iterations = 100, grads =   1.079e-02, unitary_metric = 1.00004
Error = :9.98e-01; Runtime: 795.9s; Iterations = 120, grads =   6.160e-03, unitary_metric = 1.00002
Error = :9.93e-01; Runtime: 923.0s; Iterations = 140, grads =   3.559e-02, unitary_metric = 0.99993
Error = :9.48e-01; Runtime: 1050.4s; Iterations = 160, grads =   2.814e-01, unitary_metric = 0.99990
Error = :9.75e-01; Runtime: 1178.5s; Iterations = 180, grads =   1.489e-01, unitary_metric = 0.99989
Error = :8.86e-01; Runtime: 1305.9s; Iterations = 200, grads =   1.197e+00, unitary_metric = 0.99984
Error = :9.33e-01; Runtime: 1440.3s; Iterations = 220, grads =   7.169e-01, unitary_metric = 0.99986
Error = :8.69e-01; Runtime: 1568.0s; Iterations = 240, grads =   7.653e-01, unitary_metric = 0.99983
Error = :8.78e-01; Runtime: 1696.1s; Iterations = 260, grads =   1.784e+00, unitary_metric = 0.99980
Error = :8.32e-01; Runtime: 1824.0s; Iterations = 280, grads =   2.679e+00, unitary_metric = 0.99981
Error = :7.31e-01; Runtime: 1952.0s; Iterations = 300, grads =   5.548e+00, unitary_metric = 0.99977
Error = :5.30e-01; Runtime: 2086.5s; Iterations = 320, grads =   8.680e+00, unitary_metric = 0.99980
Error = :4.19e-01; Runtime: 2214.5s; Iterations = 340, grads =   8.620e+00, unitary_metric = 0.99979
Error = :3.24e-01; Runtime: 2342.4s; Iterations = 360, grads =   8.281e+00, unitary_metric = 0.99978
Error = :1.79e-01; Runtime: 2470.2s; Iterations = 380, grads =   7.365e+00, unitary_metric = 0.99978
Error = :1.05e-01; Runtime: 2598.6s; Iterations = 400, grads =   5.379e+00, unitary_metric = 0.99977
Error = :5.87e-02; Runtime: 2733.6s; Iterations = 420, grads =   3.427e+00, unitary_metric = 0.99977
Error = :1.90e-02; Runtime: 2862.0s; Iterations = 440, grads =   1.081e+00, unitary_metric = 0.99976
Error = :3.22e-02; Runtime: 2989.8s; Iterations = 460, grads =   1.914e+00, unitary_metric = 0.99975
Error = :1.38e-02; Runtime: 3117.7s; Iterations = 480, grads =   8.235e-01, unitary_metric = 0.99975
Error = :2.28e-02; Runtime: 3245.8s; Iterations = 500, grads =   1.418e+00, unitary_metric = 0.99973
Error = :1.90e-02; Runtime: 3380.7s; Iterations = 520, grads =   1.097e+00, unitary_metric = 0.99975
Error = :2.37e-02; Runtime: 3508.6s; Iterations = 540, grads =   1.373e+00, unitary_metric = 0.99977
Error = :1.67e-02; Runtime: 3636.5s; Iterations = 560, grads =   1.053e+00, unitary_metric = 0.99976
Error = :9.19e-03; Runtime: 3764.4s; Iterations = 580, grads =   5.206e-01, unitary_metric = 0.99976
Error = :1.19e-02; Runtime: 3892.5s; Iterations = 600, grads =   6.950e-01, unitary_metric = 0.99976
Error = :1.65e-02; Runtime: 4026.9s; Iterations = 620, grads =   9.903e-01, unitary_metric = 0.99977
Error = :1.39e-02; Runtime: 4155.1s; Iterations = 640, grads =   8.108e-01, unitary_metric = 0.99976
Error = :1.14e-02; Runtime: 4283.5s; Iterations = 660, grads =   6.303e-01, unitary_metric = 0.99975
Error = :1.05e-02; Runtime: 4411.5s; Iterations = 680, grads =   5.887e-01, unitary_metric = 0.99974
Error = :2.49e-02; Runtime: 4539.4s; Iterations = 700, grads =   1.417e+00, unitary_metric = 0.99975
Error = :1.32e-02; Runtime: 4674.0s; Iterations = 720, grads =   7.256e-01, unitary_metric = 0.99975
Error = :1.75e-02; Runtime: 4802.0s; Iterations = 740, grads =   9.782e-01, unitary_metric = 0.99976
Error = :9.78e-03; Runtime: 4930.0s; Iterations = 760, grads =   5.116e-01, unitary_metric = 0.99976
Error = :1.33e-02; Runtime: 5057.9s; Iterations = 780, grads =   7.208e-01, unitary_metric = 0.99978
Error = :5.20e-03; Runtime: 5185.7s; Iterations = 800, grads =   2.751e-01, unitary_metric = 0.99978
Error = :2.16e-02; Runtime: 5320.4s; Iterations = 820, grads =   1.194e+00, unitary_metric = 0.99977
Error = :1.04e-02; Runtime: 5448.2s; Iterations = 840, grads =   5.466e-01, unitary_metric = 0.99974
Error = :9.34e-03; Runtime: 5576.3s; Iterations = 860, grads =   4.843e-01, unitary_metric = 0.99975
Error = :1.42e-02; Runtime: 5704.0s; Iterations = 880, grads =   7.860e-01, unitary_metric = 0.99976
Error = :9.33e-03; Runtime: 5831.9s; Iterations = 900, grads =   4.943e-01, unitary_metric = 0.99977
Error = :3.56e-03; Runtime: 5966.3s; Iterations = 920, grads =   1.807e-01, unitary_metric = 0.99978
Error = :1.34e-02; Runtime: 6094.3s; Iterations = 940, grads =   7.101e-01, unitary_metric = 0.99976
Error = :2.38e-02; Runtime: 6222.2s; Iterations = 960, grads =   1.219e+00, unitary_metric = 0.99976
Error = :9.84e-03; Runtime: 6350.5s; Iterations = 980, grads =   5.313e-01, unitary_metric = 0.99977
Error = :4.47e-03; Runtime: 6478.4s; Iterations = 1000, grads =   2.226e-01, unitary_metric = 0.99977
Error = :7.48e-03; Runtime: 6613.4s; Iterations = 1020, grads =   3.956e-01, unitary_metric = 0.99977
Error = :1.12e-02; Runtime: 6741.2s; Iterations = 1040, grads =   5.738e-01, unitary_metric = 0.99977
Error = :9.00e-03; Runtime: 6869.2s; Iterations = 1060, grads =   4.750e-01, unitary_metric = 0.99975
Error = :5.56e-03; Runtime: 6996.8s; Iterations = 1080, grads =   2.981e-01, unitary_metric = 0.99976
Error = :1.40e-02; Runtime: 7124.6s; Iterations = 1100, grads =   7.242e-01, unitary_metric = 0.99976
Error = :7.69e-03; Runtime: 7259.2s; Iterations = 1120, grads =   4.137e-01, unitary_metric = 0.99976
Error = :1.43e-02; Runtime: 7387.0s; Iterations = 1140, grads =   7.141e-01, unitary_metric = 0.99976
Error = :7.92e-03; Runtime: 7514.8s; Iterations = 1160, grads =   4.172e-01, unitary_metric = 0.99976
Error = :1.23e-02; Runtime: 7642.5s; Iterations = 1180, grads =   6.398e-01, unitary_metric = 0.99976
Error = :2.78e-03; Runtime: 7770.3s; Iterations = 1200, grads =   1.377e-01, unitary_metric = 0.99976
Error = :1.23e-02; Runtime: 7904.9s; Iterations = 1220, grads =   6.277e-01, unitary_metric = 0.99976
Error = :4.52e-03; Runtime: 8032.7s; Iterations = 1240, grads =   2.266e-01, unitary_metric = 0.99977
Error = :8.30e-03; Runtime: 8160.7s; Iterations = 1260, grads =   4.288e-01, unitary_metric = 0.99977
Error = :9.36e-03; Runtime: 8288.5s; Iterations = 1280, grads =   4.907e-01, unitary_metric = 0.99977
